case_id,type,arity,n_distinct_roots,gt_roots,method,feature_set,top1,top5,hit@1,hit@3,hit@5,recall@R,fullhit@1,fullhit@3,fullhit@5,ndcg@1,ndcg@3,ndcg@5,avg@1,avg@3,avg@5,mrr
mr3_mixed_class_dependency-inv_latency_x_cfg_timeout_x_retry-k8s-v2-formal-r1-20260818095629,t02,dual,2,inventory;catalog-gw,delta_z,full,inventory,inventory;pricing;checkout;host;catalog,1.0,1.0,1.0,0.5,0.0,0.0,0.0,1.0,0.6131471927654584,0.6131471927654584,0.5,0.5,0.5,0.5555555555555556
mr3_mixed_class_dependency-inv_latency_x_cfg_timeout_x_retry-k8s-v2-formal-r1-20260818095629,t02,dual,2,inventory;catalog-gw,BARO,resource,inventory,inventory;catalog-gw;sasrec;search;catalog,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.75
mr3_mixed_class_dependency-inv_latency_x_cfg_timeout_x_retry-k8s-v2-formal-r1-20260818095629,t02,dual,2,inventory;catalog-gw,RCD_seed0,resource,inventory,inventory,1.0,1.0,1.0,0.5,0.0,0.0,0.0,1.0,0.6131471927654584,0.6131471927654584,0.5,0.5,0.5,0.5
mr3_mixed_class_dependency-inv_latency_x_cfg_timeout_x_retry-k8s-v2-formal-r1-20260818095629,t02,dual,2,inventory;catalog-gw,RCD_seed1,resource,sasrec,sasrec;catalog;inventory,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3065735963827292,0.3065735963827292,0.0,0.5,0.5,0.16666666666666666
mr3_mixed_class_dependency-inv_latency_x_cfg_timeout_x_retry-k8s-v2-formal-r1-20260818095629,t02,dual,2,inventory;catalog-gw,RCD_seed2,resource,sasrec,sasrec;order;pricing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mr3_mixed_class_dependency-inv_latency_x_cfg_timeout_x_retry-k8s-v2-formal-r1-20260818095629,t02,dual,2,inventory;catalog-gw,RCD_seed3,resource,inventory,inventory,1.0,1.0,1.0,0.5,0.0,0.0,0.0,1.0,0.6131471927654584,0.6131471927654584,0.5,0.5,0.5,0.5
mr3_mixed_class_dependency-inv_latency_x_cfg_timeout_x_retry-k8s-v2-formal-r1-20260818095629,t02,dual,2,inventory;catalog-gw,RCD_seed4,resource,sasrec,sasrec;inventory,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.38685280723454163,0.38685280723454163,0.0,0.5,0.5,0.25
mr3_mixed_class_dependency-inv_latency_x_cfg_timeout_x_retry-k8s-v2-formal-r1-20260818095629,t02,dual,2,inventory;catalog-gw,delta_ratio,resource,inventory,inventory;checkout;pricing;cart;catalog,1.0,1.0,1.0,0.5,0.0,0.0,0.0,1.0,0.6131471927654584,0.6131471927654584,0.5,0.5,0.5,0.5833333333333334
mr3_mixed_class_dependency-inv_latency_x_cfg_timeout_x_retry-k8s-v2-formal-r1-20260818095629,t02,dual,2,inventory;catalog-gw,delta_z,resource,inventory,inventory;host;catalog;backend;order,1.0,1.0,1.0,0.5,0.0,0.0,0.0,1.0,0.6131471927654584,0.6131471927654584,0.5,0.5,0.5,0.5714285714285714
mr2_intra_config-dual_timeout_retry-k8s-v2-formal-r1-20260818100106,d01,single,1,catalog-gw,BARO,full,checkout,checkout;pricing;sasrec;user;search,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07142857142857142
mr2_intra_config-dual_timeout_retry-k8s-v2-formal-r1-20260818100106,d01,single,1,catalog-gw,RCD_seed0,full,sasrec,sasrec;inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mr2_intra_config-dual_timeout_retry-k8s-v2-formal-r1-20260818100106,d01,single,1,catalog-gw,RCD_seed1,full,pricing,pricing;inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mr2_intra_config-dual_timeout_retry-k8s-v2-formal-r1-20260818100106,d01,single,1,catalog-gw,RCD_seed2,full,catalog,catalog;sasrec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mr2_intra_config-dual_timeout_retry-k8s-v2-formal-r1-20260818100106,d01,single,1,catalog-gw,RCD_seed3,full,catalog,catalog;inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mr2_intra_config-dual_timeout_retry-k8s-v2-formal-r1-20260818100106,d01,single,1,catalog-gw,RCD_seed4,full,catalog,catalog;inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mr2_intra_config-dual_timeout_retry-k8s-v2-formal-r1-20260818100106,d01,single,1,catalog-gw,delta_ratio,full,pricing,pricing;checkout;catalog;host;backend,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07142857142857142
mr2_intra_config-dual_timeout_retry-k8s-v2-formal-r1-20260818100106,d01,single,1,catalog-gw,delta_z,full,pricing,pricing;backend;cart;user;inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111
mr2_intra_config-dual_timeout_retry-k8s-v2-formal-r1-20260818100106,d01,single,1,catalog-gw,BARO,resource,sasrec,sasrec;checkout;cart;pricing;backend,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091
mr2_intra_config-dual_timeout_retry-k8s-v2-formal-r1-20260818100106,d01,single,1,catalog-gw,RCD_seed0,resource,inventory,inventory;sasrec;catalog,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mr2_intra_config-dual_timeout_retry-k8s-v2-formal-r1-20260818100106,d01,single,1,catalog-gw,RCD_seed1,resource,inventory,inventory;sasrec;catalog,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mr2_intra_config-dual_timeout_retry-k8s-v2-formal-r1-20260818100106,d01,single,1,catalog-gw,RCD_seed2,resource,inventory,inventory;sasrec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mr2_intra_config-dual_timeout_retry-k8s-v2-formal-r1-20260818100106,d01,single,1,catalog-gw,RCD_seed3,resource,catalog,catalog,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mr2_intra_config-dual_timeout_retry-k8s-v2-formal-r1-20260818100106,d01,single,1,catalog-gw,RCD_seed4,resource,catalog,catalog;inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mr2_intra_config-dual_timeout_retry-k8s-v2-formal-r1-20260818100106,d01,single,1,catalog-gw,delta_ratio,resource,catalog,catalog;host;inventory;order;checkout,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693
mr2_intra_config-dual_timeout_retry-k8s-v2-formal-r1-20260818100106,d01,single,1,catalog-gw,delta_z,resource,cart,cart;user;backend;inventory;host,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285
mr1_single_res-service_cpu_single-k8s-v2-formal-r1-20260818100747,s13,single,1,checkout,BARO,full,checkout,checkout;host;pricing;cart;backend,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
mr1_single_res-service_cpu_single-k8s-v2-formal-r1-20260818100747,s13,single,1,checkout,RCD_seed0,full,order,order;checkout,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.6309297535714575,0.6309297535714575,0.0,1.0,1.0,0.5
mr1_single_res-service_cpu_single-k8s-v2-formal-r1-20260818100747,s13,single,1,checkout,RCD_seed1,full,catalog-gw,catalog-gw;user,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mr1_single_res-service_cpu_single-k8s-v2-formal-r1-20260818100747,s13,single,1,checkout,RCD_seed2,full,backend,backend;pricing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mr1_single_res-service_cpu_single-k8s-v2-formal-r1-20260818100747,s13,single,1,checkout,RCD_seed3,full,review-query,review-query,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mr1_single_res-service_cpu_single-k8s-v2-formal-r1-20260818100747,s13,single,1,checkout,RCD_seed4,full,catalog-gw,catalog-gw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mr1_single_res-service_cpu_single-k8s-v2-formal-r1-20260818100747,s13,single,1,checkout,delta_ratio,full,checkout,checkout;host;search;backend;catalog-gw,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
mr1_single_res-service_cpu_single-k8s-v2-formal-r1-20260818100747,s13,single,1,checkout,delta_z,full,checkout,checkout;sasrec;cart;host;review-query,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
mr1_single_res-service_cpu_single-k8s-v2-formal-r1-20260818100747,s13,single,1,checkout,BARO,resource,checkout,checkout;host;pricing;backend;sasrec,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
mr1_single_res-service_cpu_single-k8s-v2-formal-r1-20260818100747,s13,single,1,checkout,RCD_seed0,resource,review-query,review-query;backend,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mr1_single_res-service_cpu_single-k8s-v2-formal-r1-20260818100747,s13,single,1,checkout,RCD_seed1,resource,user,user;catalog-gw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mr1_single_res-service_cpu_single-k8s-v2-formal-r1-20260818100747,s13,single,1,checkout,RCD_seed2,resource,pricing,pricing;catalog,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mr1_single_res-service_cpu_single-k8s-v2-formal-r1-20260818100747,s13,single,1,checkout,RCD_seed3,resource,backend,backend;order,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mr1_single_res-service_cpu_single-k8s-v2-formal-r1-20260818100747,s13,single,1,checkout,RCD_seed4,resource,catalog,catalog;order,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mr1_single_res-service_cpu_single-k8s-v2-formal-r1-20260818100747,s13,single,1,checkout,delta_ratio,resource,checkout,checkout;host;catalog-gw;catalog;inventory,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
mr1_single_res-service_cpu_single-k8s-v2-formal-r1-20260818100747,s13,single,1,checkout,delta_z,resource,checkout,checkout;sasrec;cart;host;review-query,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
mr2_cross_dependency-catalog_latency_x_cfg_timeout-k8s-v2-formal-r1-20260818101400,d12,dual,2,catalog;catalog-gw,BARO,full,review-query,review-query;catalog;pricing;checkout;search,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.38685280723454163,0.38685280723454163,0.0,0.5,0.5,0.3055555555555556
mr2_cross_dependency-catalog_latency_x_cfg_timeout-k8s-v2-formal-r1-20260818101400,d12,dual,2,catalog;catalog-gw,RCD_seed0,full,catalog,catalog;review-query,1.0,1.0,1.0,0.5,0.0,0.0,0.0,1.0,0.6131471927654584,0.6131471927654584,0.5,0.5,0.5,0.5
mr2_cross_dependency-catalog_latency_x_cfg_timeout-k8s-v2-formal-r1-20260818101400,d12,dual,2,catalog;catalog-gw,RCD_seed1,full,checkout,checkout;order;catalog,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3065735963827292,0.3065735963827292,0.0,0.5,0.5,0.16666666666666666
mr2_cross_dependency-catalog_latency_x_cfg_timeout-k8s-v2-formal-r1-20260818101400,d12,dual,2,catalog;catalog-gw,RCD_seed2,full,search,search;catalog;checkout,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.38685280723454163,0.38685280723454163,0.0,0.5,0.5,0.25
mr2_cross_dependency-catalog_latency_x_cfg_timeout-k8s-v2-formal-r1-20260818101400,d12,dual,2,catalog;catalog-gw,RCD_seed3,full,order,order;review-query;catalog,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3065735963827292,0.3065735963827292,0.0,0.5,0.5,0.16666666666666666
mr2_cross_dependency-catalog_latency_x_cfg_timeout-k8s-v2-formal-r1-20260818101400,d12,dual,2,catalog;catalog-gw,RCD_seed4,full,search,search;pricing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mr2_cross_dependency-catalog_latency_x_cfg_timeout-k8s-v2-formal-r1-20260818101400,d12,dual,2,catalog;catalog-gw,delta_ratio,full,pricing,pricing;search;catalog;review-query;checkout,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3065735963827292,0.3065735963827292,0.0,0.5,0.5,0.25
mr2_cross_dependency-catalog_latency_x_cfg_timeout-k8s-v2-formal-r1-20260818101400,d12,dual,2,catalog;catalog-gw,delta_z,full,catalog,catalog;pricing;mysql;search;user,1.0,1.0,1.0,0.5,0.0,0.0,0.0,1.0,0.6131471927654584,0.6131471927654584,0.5,0.5,0.5,0.5357142857142857
mr2_cross_dependency-catalog_latency_x_cfg_timeout-k8s-v2-formal-r1-20260818101400,d12,dual,2,catalog;catalog-gw,BARO,resource,catalog,catalog;review-query;pricing;user;backend,1.0,1.0,1.0,0.5,0.0,0.0,0.0,1.0,0.6131471927654584,0.6131471927654584,0.5,0.5,0.5,0.5833333333333334
mr2_cross_dependency-catalog_latency_x_cfg_timeout-k8s-v2-formal-r1-20260818101400,d12,dual,2,catalog;catalog-gw,RCD_seed0,resource,user,user;checkout;catalog,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3065735963827292,0.3065735963827292,0.0,0.5,0.5,0.16666666666666666
mr2_cross_dependency-catalog_latency_x_cfg_timeout-k8s-v2-formal-r1-20260818101400,d12,dual,2,catalog;catalog-gw,RCD_seed1,resource,catalog,catalog;order,1.0,1.0,1.0,0.5,0.0,0.0,0.0,1.0,0.6131471927654584,0.6131471927654584,0.5,0.5,0.5,0.5
mr2_cross_dependency-catalog_latency_x_cfg_timeout-k8s-v2-formal-r1-20260818101400,d12,dual,2,catalog;catalog-gw,RCD_seed2,resource,order,order;checkout;sasrec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mr2_cross_dependency-catalog_latency_x_cfg_timeout-k8s-v2-formal-r1-20260818101400,d12,dual,2,catalog;catalog-gw,RCD_seed3,resource,order,order,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mr2_cross_dependency-catalog_latency_x_cfg_timeout-k8s-v2-formal-r1-20260818101400,d12,dual,2,catalog;catalog-gw,RCD_seed4,resource,sasrec,sasrec;user;order,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mr2_cross_dependency-catalog_latency_x_cfg_timeout-k8s-v2-formal-r1-20260818101400,d12,dual,2,catalog;catalog-gw,delta_ratio,resource,catalog,catalog;mysql;search;pricing;host,1.0,1.0,1.0,0.5,0.0,0.0,0.0,1.0,0.6131471927654584,0.6131471927654584,0.5,0.5,0.5,0.5454545454545454
mr2_cross_dependency-catalog_latency_x_cfg_timeout-k8s-v2-formal-r1-20260818101400,d12,dual,2,catalog;catalog-gw,delta_z,resource,catalog,catalog;mysql;user;review-query;host,1.0,1.0,1.0,0.5,0.0,0.0,0.0,1.0,0.6131471927654584,0.6131471927654584,0.5,0.5,0.5,0.5357142857142857
mr3_cross_res-pricing_cpu_x_catalog_latency_x_cfg_timeout-k8s-v2-formal-r1-20260818102317,t01,triple,3,pricing;catalog;catalog-gw,BARO,full,catalog,catalog;review-query;pricing;checkout;search,1.0,1.0,1.0,0.6666666666666666,0.0,0.0,0.0,1.0,0.7039180890341347,0.7039180890341347,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.5
mr3_cross_res-pricing_cpu_x_catalog_latency_x_cfg_timeout-k8s-v2-formal-r1-20260818102317,t01,triple,3,pricing;catalog;catalog-gw,RCD_seed0,full,checkout,checkout;sasrec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mr3_cross_res-pricing_cpu_x_catalog_latency_x_cfg_timeout-k8s-v2-formal-r1-20260818102317,t01,triple,3,pricing;catalog;catalog-gw,RCD_seed1,full,catalog,catalog;review-query,1.0,1.0,1.0,0.3333333333333333,0.0,0.0,0.0,1.0,0.46927872602275644,0.46927872602275644,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
mr3_cross_res-pricing_cpu_x_catalog_latency_x_cfg_timeout-k8s-v2-formal-r1-20260818102317,t01,triple,3,pricing;catalog;catalog-gw,RCD_seed2,full,checkout,checkout;sasrec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mr3_cross_res-pricing_cpu_x_catalog_latency_x_cfg_timeout-k8s-v2-formal-r1-20260818102317,t01,triple,3,pricing;catalog;catalog-gw,RCD_seed3,full,catalog,catalog;search,1.0,1.0,1.0,0.3333333333333333,0.0,0.0,0.0,1.0,0.46927872602275644,0.46927872602275644,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
mr3_cross_res-pricing_cpu_x_catalog_latency_x_cfg_timeout-k8s-v2-formal-r1-20260818102317,t01,triple,3,pricing;catalog;catalog-gw,RCD_seed4,full,catalog,catalog,1.0,1.0,1.0,0.3333333333333333,0.0,0.0,0.0,1.0,0.46927872602275644,0.46927872602275644,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
mr3_cross_res-pricing_cpu_x_catalog_latency_x_cfg_timeout-k8s-v2-formal-r1-20260818102317,t01,triple,3,pricing;catalog;catalog-gw,delta_ratio,full,pricing,pricing;host;search;catalog;review-query,1.0,1.0,1.0,0.3333333333333333,0.0,0.0,0.0,1.0,0.46927872602275644,0.6713860725233041,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.44696969696969696
mr3_cross_res-pricing_cpu_x_catalog_latency_x_cfg_timeout-k8s-v2-formal-r1-20260818102317,t01,triple,3,pricing;catalog;catalog-gw,delta_z,full,catalog,catalog;pricing;host;search;review-query,1.0,1.0,1.0,0.6666666666666666,0.0,0.0,0.0,1.0,0.7653606369886217,0.7653606369886217,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.5277777777777778
mr3_cross_res-pricing_cpu_x_catalog_latency_x_cfg_timeout-k8s-v2-formal-r1-20260818102317,t01,triple,3,pricing;catalog;catalog-gw,BARO,resource,catalog-gw,catalog-gw;pricing;host;catalog;checkout,1.0,1.0,1.0,0.6666666666666666,0.0,0.0,1.0,1.0,0.7653606369886217,0.9674679834891693,0.3333333333333333,0.6666666666666666,1.0,0.5833333333333334
mr3_cross_res-pricing_cpu_x_catalog_latency_x_cfg_timeout-k8s-v2-formal-r1-20260818102317,t01,triple,3,pricing;catalog;catalog-gw,RCD_seed0,resource,sasrec,sasrec;checkout;catalog,0.0,1.0,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.23463936301137822,0.23463936301137822,0.0,0.3333333333333333,0.3333333333333333,0.1111111111111111
mr3_cross_res-pricing_cpu_x_catalog_latency_x_cfg_timeout-k8s-v2-formal-r1-20260818102317,t01,triple,3,pricing;catalog;catalog-gw,RCD_seed1,resource,sasrec,sasrec;checkout,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mr3_cross_res-pricing_cpu_x_catalog_latency_x_cfg_timeout-k8s-v2-formal-r1-20260818102317,t01,triple,3,pricing;catalog;catalog-gw,RCD_seed2,resource,checkout,checkout,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mr3_cross_res-pricing_cpu_x_catalog_latency_x_cfg_timeout-k8s-v2-formal-r1-20260818102317,t01,triple,3,pricing;catalog;catalog-gw,RCD_seed3,resource,sasrec,sasrec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mr3_cross_res-pricing_cpu_x_catalog_latency_x_cfg_timeout-k8s-v2-formal-r1-20260818102317,t01,triple,3,pricing;catalog;catalog-gw,RCD_seed4,resource,catalog,catalog;sasrec,1.0,1.0,1.0,0.3333333333333333,0.0,0.0,0.0,1.0,0.46927872602275644,0.46927872602275644,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
mr3_cross_res-pricing_cpu_x_catalog_latency_x_cfg_timeout-k8s-v2-formal-r1-20260818102317,t01,triple,3,pricing;catalog;catalog-gw,delta_ratio,resource,pricing,pricing;host;search;inventory;order,1.0,1.0,1.0,0.3333333333333333,0.0,0.0,0.0,1.0,0.46927872602275644,0.46927872602275644,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.40659340659340654
mr3_cross_res-pricing_cpu_x_catalog_latency_x_cfg_timeout-k8s-v2-formal-r1-20260818102317,t01,triple,3,pricing;catalog;catalog-gw,delta_z,resource,catalog,catalog;pricing;host;sasrec;checkout,1.0,1.0,1.0,0.6666666666666666,0.0,0.0,0.0,1.0,0.7653606369886217,0.7653606369886217,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.5256410256410257
mr1_single_lif-pod_failure_single-k8s-v2-formal-r1-20260818102654,s15,single,1,cart,BARO,full,checkout,checkout;cart;sasrec;inventory;user,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.6309297535714575,0.6309297535714575,0.0,1.0,1.0,0.5
mr1_single_lif-pod_failure_single-k8s-v2-formal-r1-20260818102654,s15,single,1,cart,RCD_seed0,full,checkout,checkout;inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mr1_single_lif-pod_failure_single-k8s-v2-formal-r1-20260818102654,s15,single,1,cart,RCD_seed1,full,cart,cart;sasrec,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
mr1_single_lif-pod_failure_single-k8s-v2-formal-r1-20260818102654,s15,single,1,cart,RCD_seed2,full,catalog,catalog;catalog-gw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mr1_single_lif-pod_failure_single-k8s-v2-formal-r1-20260818102654,s15,single,1,cart,RCD_seed3,full,cart,cart;checkout,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
mr1_single_lif-pod_failure_single-k8s-v2-formal-r1-20260818102654,s15,single,1,cart,RCD_seed4,full,user,user,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mr1_single_lif-pod_failure_single-k8s-v2-formal-r1-20260818102654,s15,single,1,cart,delta_ratio,full,cart,cart;pricing;checkout;order;backend,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
mr1_single_lif-pod_failure_single-k8s-v2-formal-r1-20260818102654,s15,single,1,cart,delta_z,full,cart,cart;backend;user;checkout;inventory,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
mr1_single_lif-pod_failure_single-k8s-v2-formal-r1-20260818102654,s15,single,1,cart,BARO,resource,checkout,checkout;cart;order;backend;user,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.6309297535714575,0.6309297535714575,0.0,1.0,1.0,0.5
mr1_single_lif-pod_failure_single-k8s-v2-formal-r1-20260818102654,s15,single,1,cart,RCD_seed0,resource,cart,cart;user,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
mr1_single_lif-pod_failure_single-k8s-v2-formal-r1-20260818102654,s15,single,1,cart,RCD_seed1,resource,catalog-gw,catalog-gw;cart;backend,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.6309297535714575,0.6309297535714575,0.0,1.0,1.0,0.5
mr1_single_lif-pod_failure_single-k8s-v2-formal-r1-20260818102654,s15,single,1,cart,RCD_seed2,resource,user,user;order,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mr1_single_lif-pod_failure_single-k8s-v2-formal-r1-20260818102654,s15,single,1,cart,RCD_seed3,resource,user,user;sasrec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mr1_single_lif-pod_failure_single-k8s-v2-formal-r1-20260818102654,s15,single,1,cart,RCD_seed4,resource,review-query,review-query;catalog-gw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mr1_single_lif-pod_failure_single-k8s-v2-formal-r1-20260818102654,s15,single,1,cart,delta_ratio,resource,cart,cart;catalog-gw;catalog;order;host,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
mr1_single_lif-pod_failure_single-k8s-v2-formal-r1-20260818102654,s15,single,1,cart,delta_z,resource,cart,cart;user;checkout;inventory;search,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
mr1_single_lif-pod_failure_single-k8s-v2-formal-r1-20260818132318,s19,single,1,search,BARO,full,search,search;review-query;inventory;rec-agent;sasrec,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
mr1_single_lif-pod_failure_single-k8s-v2-formal-r1-20260818132318,s19,single,1,search,RCD_seed0,full,search,search;user,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
mr1_single_lif-pod_failure_single-k8s-v2-formal-r1-20260818132318,s19,single,1,search,RCD_seed1,full,checkout,checkout;review-query,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mr1_single_lif-pod_failure_single-k8s-v2-formal-r1-20260818132318,s19,single,1,search,RCD_seed2,full,checkout,checkout;backend,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mr1_single_lif-pod_failure_single-k8s-v2-formal-r1-20260818132318,s19,single,1,search,RCD_seed3,full,backend,backend,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mr1_single_lif-pod_failure_single-k8s-v2-formal-r1-20260818132318,s19,single,1,search,RCD_seed4,full,checkout,checkout,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
